nom_commune;code_insee;code_departement;population;email;nom_contact;code_postal;latitude;longitude
VIEILLEVIGNE;44216;31;3918;mairie.vieillevigne@orange.fr;Nelly SORIN;31290;;
VIEILLEVIGNE;44216;44;3918;accueil@vieillevigne44.com;Nelly SORIN;44116;;
VIGNEUX-DE-BRETAGNE;44217;44;5514;contact@vigneuxdebretagne.fr;Joseph BEZIER;44360;;
VILLEPOT;44218;44;647;mairie.villepot@wanadoo.fr;Joël AUNETTE;44110;;
VUE;44220;44;1437;accueil@mairie-vue.fr;Christophe BOCQUET;44640;;
LA CHEVALLERAIS;44221;44;1421;mairie@lachevallerais.fr;Elisabeth CRUAUD;44810;;
LA ROCHE-BLANCHE;44222;44;1139;accueil@larocheblanche.fr;Jacques PRAUD;44522;;
LA ROCHE-BLANCHE;44222;63;1139;mairie-larocheblanchegergovie@orange.fr;Jacques PRAUD;63670;;
GENESTON;44223;44;3558;mairie@geneston.fr;Karine PAVIZA;44140;;
LA GRIGONNAIS;44224;44;1566;mairie@lagrigonnais.fr;Monique JAMIN;44170;;
ADON;45001;45;181;mairieadon@wanadoo.fr;Philippe COIGNET;45230;;
AILLANT-SUR-MILLERON;45002;45;386;mairieaillant45@wanadoo.fr;Lysiane CHAPUIS;45230;;
AMILLY;45004;28;11833;mairieamilly28@gmail.com;Gérard DUPATY;28300;;
AMILLY;45004;45;11833;mairie.amilly@amilly45.fr;Gérard DUPATY;45200;;
ANDONVILLE;45005;45;202;mairie.andonville@wanadoo.fr;Jean-Marc LIROT;45480;;
ARDON;45006;39;1100;mairie.ardon39@wanadoo.fr;Elisabeth CATOIRE;39300;;
ARDON;45006;45;1100;mairie@ardon45.fr;Elisabeth CATOIRE;45160;;
ARTENAY;45008;45;1842;mairie.artenay@wanadoo.fr;Pascal GUDIN;45410;;
ASCHÈRES-LE-MARCHÉ;45009;45;1198;mairie@ascheres.fr;Gérard ROCK;45170;;
ASCOUX;45010;45;943;mairie.ascoux@wanadoo.fr;Marc GAUDET;45300;;
ATTRAY;45011;45;217;mairie.attray45@orange.fr;Dominique GAUCHER;45170;;
AUDEVILLE;45012;45;181;mairie.audeville@orange.fr;Matthieu CHENU;45300;;
AUGERVILLE-LA-RIVIÈRE;45013;45;235;secretariat.mairie@mairieaugerville.fr;Olivier CITRON;45330;;
AULNAY-LA-RIVIÈRE;45014;45;508;aulnaylariviere@wanadoo.fr;Véronique LEVY;45390;;
AUTRUY-SUR-JUINE;45015;45;717;commune.autruy-sur-juine@wanadoo.fr;Christophe GUERTON;45480;;
AUTRY-LE-CHÂTEL;45016;45;1014;secretariat.mairie@autrylechatel.fr;Jacques GIRAULT;45500;;
AUVILLIERS-EN-GÂTINAIS;45017;45;350;mairie.auvilliers@wanadoo.fr;Jean-Marc POINTEAU;45270;;
AUXY;45018;45;980;mairieauxy@orange.fr;Philippe GONOT;45340;;
AUXY;45018;71;980;mairie-auxy71@orange.fr;Philippe GONOT;71400;;
BACCON;45019;45;730;mairiebaccon@wanadoo.fr;Anita BENIER;45130;;
LE BARDON;45020;45;1042;mairie@lebardon.fr;Martine MAHIEUX;45130;;
BARVILLE-EN-GÂTINAIS;45021;45;321;mairie-barville45@orange.fr;Patrick LUTTON;45340;;
BATILLY-EN-GÂTINAIS;45022;45;409;mairie.batillyengatinais2@wanadoo.fr;Claude GIRARD;45340;;
BATILLY-EN-PUISAYE;45023;45;112;batilly-en-puisaye.commune-de@wanadoo.fr;Solange FROTTIER;45420;;
BAULE;45024;45;2051;accueil@commune-baule.fr;Patrick ECHEGUT;45130;;
BAZOCHES-LES-GALLERANDES;45025;45;1460;secretariat@bazoches-les-gallerandes.fr;Jacques CITRON;45480;;
BAZOCHES-SUR-LE-BETZ;45026;45;983;mairie-bazoches@wanadoo.fr;Jean-Marie FERRIER;45210;;
BEAUCHAMPS-SUR-HUILLARD;45027;45;414;mairiebeauchamps@wanadoo.fr;Claude GERMAIN;45270;;
BEAUGENCY;45028;45;7580;accueil@ville-beaugency.fr;David FAUCON;45190;;
BEAULIEU-SUR-LOIRE;45029;45;1794;mairie@beaulieu-sur-loire.fr;Patrick DESBOIS;45630;;
BEAUNE-LA-ROLANDE;45030;45;1997;contact@mairie-beaunelarolande.fr;Claude RENUCCI;45340;;
BELLEGARDE;45031;30;1780;mairie.accueil@bellegarde.fr;Jean-Jacques MALET;30127;;
BELLEGARDE;45031;32;1780;communedebelgarde@wanadoo.fr;Jean-Jacques MALET;32140;;
BELLEGARDE;45031;45;1780;direction@bellegarde45.fr;Jean-Jacques MALET;45270;;
LE BIGNON-MIRABEAU;45032;45;297;lebignonmirabeau.mairie@wanadoo.fr;Jean-Luc D' HAEGER;45210;;
BOIGNY-SUR-BIONNE;45034;45;2159;elus@boignysurbionne.fr;Luc MILLIAT;45760;;
BOISCOMMUN;45035;45;1140;mairie@boiscommun.fr;Agnès CHANTEREAU;45340;;
BOISMORAND;45036;45;873;mairieboismorand@wanadoo.fr;Philippe TAGOT;45290;;
BOISSEAUX;45037;45;431;mairie.boisseaux@wanadoo.fr;Patrick CHOFFY;45480;;
BONDAROY;45038;45;392;mairie.bondaroy@orange.fr;Guy GRIVOT;45300;;
BONNÉE;45039;45;671;mairie.bonnee@wanadoo.fr;Michel AUGER;45460;;
BONNY-SUR-LOIRE;45040;45;2026;mairie@bonnysurloire.fr;Michel LECHAUVE;45420;;
BORDEAUX-EN-GÂTINAIS;45041;45;117;mairie.bordeauxdegatinais@orange.fr;Francis BOUGREAU;45340;;
LES BORDES;45042;36;1822;mairielesbordes@orange.fr;Marie-Hélène FERRANTE;36100;;
LES BORDES;45042;45;1822;mairie@mairie-lesbordes.fr;Marie-Hélène FERRANTE;45460;;
LES BORDES;45042;71;1822;mairie-lesbordes@wanadoo.fr;Marie-Hélène FERRANTE;71350;;
LES BORDES;45042;89;1822;mairie.bordes@wanadoo.fr;Marie-Hélène FERRANTE;89500;;
BOU;45043;45;908;mairie@mairiedebou.fr;Nicole WOJCIK;45430;;
BOUGY-LEZ-NEUVILLE;45044;45;188;mairie@bougylezneuville.fr;Isabelle MAROIS;45170;;
BOUILLY-EN-GÂTINAIS;45045;45;351;mairie.bouillyengatinais@orange.fr;Philippe VERNEAU;45300;;
BOULAY-LES-BARRES;45046;45;1142;mairie.boulaylesbarres@gmx.fr;Nicole PINSARD;45140;;
BOUZONVILLE-AUX-BOIS;45047;45;427;m.bouzonville-aux-bois@orange.fr;Francis PERON;45300;;
BOUZY-LA-FORÊT;45049;45;1226;commune.bouzy@orange.fr;François DAUBIN;45460;;
BOYNES;45050;45;1288;contact@boynes.fr;Daniel VERNEAU;45300;;
BRETEAU;45052;45;74;mairie.breteau@orange.fr;René THIEBAUT;45250;;
BRIARE;45053;45;5735;mairie@villedebriare.fr;Pierre-François BOUGUET;45250;;
BRIARRES-SUR-ESSONNE;45054;45;518;mairie-de-briarres@wanadoo.fr;Jacques FERNANDES;45390;;
BRICY;45055;45;544;mairie@bricy.fr;Louis-Robert PERDEREAU;45310;;
BROMEILLES;45056;45;316;mairie-bromeilles@wanadoo.fr;Arnaud MELLINGER;45390;;
BUCY-LE-ROI;45058;45;189;mairie.bucyleroi@orange.fr;Gervais GREFFIN;45410;;
BUCY-SAINT-LIPHARD;45059;45;203;mairie-de-bucy-saint-liphard@wanadoo.fr;Yves PINSARD;45140;;
LA BUSSIÈRE;45060;45;800;contact@labussiere45.com;Alain BERTRAND;45230;;
LA BUSSIÈRE;45060;86;800;contact@labussiere-vienne.fr;Alain BERTRAND;86310;;
CEPOY;45061;45;2344;mairie@ville-cepoy.fr;Jean-Paul SCHOULEUR;45120;;
CERCOTTES;45062;45;1289;secretariat@ville-cercottes.fr;Martial SAVOURE-LEJEUNE;45520;;
CERDON;45063;1;1016;cerdon.mairie@wanadoo.fr;Alain ACHE;01450;;
CERDON;45063;45;1016;mairie.cerdon@wanadoo.fr;Alain ACHE;45620;;
CERNOY-EN-BERRY;45064;45;456;secretariat@cernoy-en-berry.fr;Michel LERESTEUX;45360;;
CÉSARVILLE-DOSSAINVILLE;45065;45;228;cesarvilledossainville@wanadoo.fr;Françoise DEGUIN;45300;;
CHAILLY-EN-GÂTINAIS;45066;45;690;contact@chailly-en-gatinais.fr;Ivan PETIT;45260;;
CHAINGY;45067;45;3545;mairie.chaingy@wanadoo.fr;Jean-Pierre DURAND;45380;;
CHÂLETTE-SUR-LOING;45068;45;13104;accueil@ville-chalette.fr;Franck DEMAUMONT;45120;;
CHAMBON-LA-FORÊT;45069;45;896;mairie.chambonlaforet@wanadoo.fr;Michel BERTHELOT;45340;;
CHAMPOULET;45070;45;46;commune-de-champoulet@orange.fr;Jacky LOFFROY;45420;;
CHANTEAU;45072;45;1331;mairie@ville-chanteau.fr;Jannick VIE;45400;;
CHANTECOQ;45073;45;528;mairie.chantecoq@orange.fr;Jean-Pierre LAPENE;45320;;
LA CHAPELLE-ONZERAIN;45074;45;115;mairie.chapelleonzerain@wanadoo.fr;Gilles MOREAU;45310;;
LA CHAPELLE-SAINT-MESMIN;45075;45;9800;contact.mairie@ville-lachapellesaintmesmin.fr;Nicolas BONNEAU;45380;;
LA CHAPELLE-SAINT-SÉPULCRE;45076;45;257;mairie.chapelle.st.sep@wanadoo.fr;Denis PETRINI-POLI;45210;;
LA CHAPELLE-SUR-AVEYRON;45077;45;584;mairiedelachapelle@free.fr;Alain GRANDPIERRE;45230;;
CHAPELON;45078;45;278;chapelonmairie@orange.fr;Dominique DAUX;45270;;
LE CHARME;45079;45;150;mairielecharme@orange.fr;Isabelle ROBINEAU;45230;;
CHARMONT-EN-BEAUCE;45080;45;410;communedecharmontenbeauce@orange.fr;Didier THOMAS;45480;;
CHARSONVILLE;45081;45;581;mairiecharsonville@wanadoo.fr;Bruno VIVIER;45130;;
CHÂTEAUNEUF-SUR-LOIRE;45082;45;7947;mairie@chateauneufsurloire.fr;Florence GALZIN;45110;;
CHÂTEAU-RENARD;45083;45;2255;secretariat-mairie@chateau-renard.fr;Marc BENEDIC;45220;;
CHÂTENOY;45084;45;427;mairie.chatenoy@wanadoo.fr;Gérard BEAUDOIN;45260;;
CHÂTENOY;45084;77;427;mairiedechatenoy77@orange.fr;Gérard BEAUDOIN;77167;;
CHÂTILLON-COLIGNY;45085;45;2001;mairie@chatillon-coligny.fr;Nicole VIGNIER;45230;;
CHÂTILLON-LE-ROI;45086;45;278;chatillon.le.roi@orange.fr;Céline DUPRE;45480;;
CHÂTILLON-SUR-LOIRE;45087;45;3126;mairie-de-chatillon-sur-loire@wanadoo.fr;Emmanuel RAT;45360;;
CHAUSSY;45088;45;338;mairie.de.chaussy@wanadoo.fr;Pierre ROUSSEAU;45480;;
CHAUSSY;45088;95;338;mairie.chaussy@wanadoo.fr;Pierre ROUSSEAU;95710;;
CHÉCY;45089;45;8415;contact@checy.fr;Jean-Vincent VALLIES;45430;;
CHEVANNES;45091;21;350;chevannes.mairie@wanadoo.fr;Antoine FELIX;21220;;
CHEVANNES;45091;45;350;mairie.chevannes45@orange.fr;Antoine FELIX;45210;;
CHEVANNES;45091;89;350;mairie.chevannes@gmail.com;Antoine FELIX;89240;;
CHEVANNES;45091;91;350;mairie.de.chevannes@gmail.com;Antoine FELIX;91750;;
CHEVILLON-SUR-HUILLARD;45092;45;1318;mairie-chevillonsurhuillard@orange.fr;Christian BOURILLON;45700;;
CHEVILLY;45093;45;2571;secretariat@chevilly.fr;Bernard TEXIER;45520;;
CHEVRY-SOUS-LE-BIGNON;45094;45;230;chevrysouslebignon@orange.fr;Jean-Michel BOUQUET;45210;;
CHILLEURS-AUX-BOIS;45095;45;1838;mairie@chilleursauxbois.fr;Gérard LEGRAND;45170;;
LES CHOUX;45096;45;486;mairie@leschoux45.fr;Didier BONGIBAULT;45290;;
CHUELLES;45097;45;1154;mairiedechuelles@gmail.com;Stéphane HAMON;45220;;
CLÉRY-SAINT-ANDRÉ;45098;45;3283;accueil@clery-saint-andre.com;Gérard CORGNAC;45370;;
COINCES;45099;45;561;mairie.coinces@wanadoo.fr;Lucien HERVE;45310;;
COMBLEUX;45100;45;477;mairie.combleux@mairie-combleux.fr;Frédéric MORLAT;45800;;
COMBREUX;45101;45;249;mairie.de.combreux@orange.fr;Mark WARNER;45530;;
CONFLANS-SUR-LOING;45102;45;360;mairie-conflans@wanadoo.fr;Robert LETORT;45700;;
CORBEILLES;45103;45;1482;administratif@mairie-corbeilles.fr;Georges GARDIA;45490;;
CORQUILLEROY;45104;45;2682;corquilleroy@orange.fr;René BEGUIN;45120;;
CORTRAT;45105;45;91;cortrat.mairie@gmail.com;Christèle BEZILLES;45700;;
COUDRAY;45106;27;398;mairie.coudray@wanadoo.fr;Denis GAUCHER;27150;;
COUDRAY;45106;53;398;mairie-coudray@orange.fr;Denis GAUCHER;53200;;
COUDROY;45107;45;347;mairie.coudroy@wanadoo.fr;Marie-Laure BEAUDOIN;45260;;
COULLONS;45108;45;2462;coullons.mairie@wanadoo.fr;Hervé PICHERY;45720;;
COULMIERS;45109;45;546;mairie.coulmiers@orange.fr;Elisabeth MANCHEC;45130;;
COURCELLES;45110;17;289;mairie@courcelles17.fr;Denis THION;17400;;
COURCELLES;45110;25;289;mairiecourcelles25@gmail.com;Denis THION;25440;;
COURCELLES;45110;54;289;mairie.de.courcelles@orange.fr;Denis THION;54930;;
COURCELLES;45110;58;289;courcelles-mairie-nievre@wanadoo.fr;Denis THION;58210;;
COURCELLES;45110;90;289;courcellesmairie@orange.fr;Denis THION;90100;;
COURCY-AUX-LOGES;45111;45;431;mairie.courcyauxloges@wanadoo.fr;Stéphanie PALLU;45300;;
LA COUR-MARIGNY;45112;45;338;mairie.lacourmarigny@wanadoo.fr;Jean VALLÉE;45260;;
COURTEMAUX;45113;45;290;mairie.courtemaux@orange.fr;Michel VOUETTE;45320;;
COURTEMPIERRE;45114;45;244;commune.courtempierre@orange.fr;Pierre DELION;45490;;
COURTENAY;45115;38;3990;mairiecourtenay@wanadoo.fr;Francis TISSERAND;38510;;
COURTENAY;45115;45;3990;accueil@courtenay45.com;Francis TISSERAND;45320;;
CRAVANT;45116;45;955;mairie@cravant45.fr;Christophe PREVOST;45190;;
CROTTES-EN-PITHIVERAIS;45118;45;331;mairie@crottes-teillay.fr;Daniel POINCLOUX;45170;;
DADONVILLE;45119;45;2360;contact@dadonville.fr;Marc PETETIN;45300;;
DAMMARIE-EN-PUISAYE;45120;45;183;commune-de-dammarie-en-puisaye@wanadoo.fr;Michèle JOSEPH;45420;;
DAMMARIE-SUR-LOING;45121;45;523;mairie.dammarie.loing@gmail.com;Philippe POIRIER;45230;;
DAMPIERRE-EN-BURLY;45122;45;1257;dampierredirection@orange.fr;Serge MERCADIE;45570;;
DARVOY;45123;45;1870;mairie-darvoy@wanadoo.fr;Philippe LODENET;45150;;
DIMANCHEVILLE;45125;45;123;mairiedimancheville@wanadoo.fr;Gérard GAINVILLE;45390;;
DONNERY;45126;45;2603;mairie@donnery.fr;Daniel CHAUFTON;45450;;
DORDIVES;45127;45;3054;mairie@dordives.com;Jean BERTHAUD;45680;;
DOUCHY;45129;2;1027;mairie.douchy02@orange.fr;Dominique TALVARD;02590;;
DRY;45130;45;1393;accueil@mairie-dry.fr;Jean-Marie CORNIERE;45370;;
ENGENVILLE;45133;45;527;mairie.engenville@orange.fr;Dominique MAMEAUX;45300;;
ERCEVILLE;45135;45;330;mairie-erceville@orange.fr;Bertrand POISSON;45480;;
ERVAUVILLE;45136;45;575;mairie.ervauville@wanadoo.fr;Guy LAUNAY;45320;;
ESCRENNES;45137;45;717;mairie.escrennes@orange.fr;Denis LENOBLE;45300;;
ESCRIGNELLES;45138;45;61;mairie.escrignelles@orange.fr;Didier HOUDMON;45250;;
ESTOUY;45139;45;521;mairie.estouy@orange.fr;Anne-Jacques DE BOUVILLE;45300;;
FAVERELLES;45141;45;155;mairiefaverelles@orange.fr;Thierry GOIRAND;45420;;
FAY-AUX-LOGES;45142;45;3383;secretariat45@mairie-fayauxloges.fr;Frédéric MURA;45450;;
FEINS-EN-GÂTINAIS;45143;45;47;mairie.secretariat@feinsengatinais.fr;Pierre BODIER;45230;;
FÉROLLES;45144;45;1195;mairie@ferolles.fr;David DUPUIS;45150;;
FERRIÈRES;45145;17;3462;contact@ferrieres17.fr;Gérard LARCHERON;17170;;
FERRIÈRES;45145;54;3462;mairie.de.ferrieres54@wanadoo.fr;Gérard LARCHERON;54210;;
FERRIÈRES;45145;60;3462;mairie.ferrieresoise@wanadoo.fr;Gérard LARCHERON;60420;;
FERRIÈRES;45145;65;3462;ferrieresm@wanadoo.fr;Gérard LARCHERON;65560;;
FERRIÈRES;45145;80;3462;contact@ferrieres80.fr;Gérard LARCHERON;80470;;
LA FERTÉ-SAINT-AUBIN;45146;45;7144;mairie@lafertesaintaubin.fr;Constance DE PÉLICHY;45240;;
FLEURY-LES-AUBRAIS;45147;45;21132;secretariat.maire@ville-fleurylesaubrais.fr;Marie-Agnès LINGUET;45400;;
FONTENAY-SUR-LOING;45148;45;1725;mairie.fontenaysurloing@wanadoo.fr;Didier DEVIN;45210;;
FOUCHEROLLES;45149;45;301;mairie.foucherolles@wanadoo.fr;Patrick ORTH;45320;;
FRÉVILLE-DU-GÂTINAIS;45150;45;184;mairie-freville@wanadoo.fr;André POISSON;45270;;
GAUBERTIN;45151;45;270;mairie.gaubertin@wanadoo.fr;Jean GILLET;45340;;
GÉMIGNY;45152;45;231;mairie.gemigny@orange.fr;Sylvain CAILLARD;45310;;
GERMIGNY-DES-PRÉS;45153;45;741;mairie-germigny@orange.fr;Philippe THUILLIER;45110;;
GIDY;45154;45;1626;accueil@mairiedegidy.fr;Benoit PERDEREAU;45520;;
GIEN;45155;45;14685;mairie@gien.fr;Christian BOULEAU;45500;;
GIROLLES;45156;45;674;mairie@girolles45.fr;Jacquie GRISARD;45120;;
GIROLLES;45156;89;674;mairie89-girolles@orange.fr;Jacquie GRISARD;89200;;
GIVRAINES;45157;45;398;mairie@givraines.fr;Patrick GUERINET;45300;;
GONDREVILLE;45158;45;366;mairie-gondreville-45@wanadoo.fr;Rémi DURAND;45490;;
GONDREVILLE;45158;54;366;gondreville-mairie@orange.fr;Rémi DURAND;54840;;
GONDREVILLE;45158;60;366;mairiedegondreville@wanadoo.fr;Rémi DURAND;60117;;
GRANGERMONT;45159;45;207;mairie.grangermont@wanadoo.fr;Denise GUESDON;45390;;
GRENEVILLE-EN-BEAUCE;45160;45;664;mairie.greneville@wanadoo.fr;Jean-Louis BRISSON;45480;;
GRISELLES;45161;21;801;mairie.griselles@wanadoo.fr;Gérard GUIDAT;21330;;
GRISELLES;45161;45;801;mairie-griselles@wanadoo.fr;Gérard GUIDAT;45210;;
GUIGNEVILLE;45162;45;526;mairie@guigneville45.fr;Jean-Claude BOUVARD;45300;;
GUILLY;45164;36;674;mairieguilly36@orange.fr;Nicole BRAGUE;36150;;
GUILLY;45164;45;674;mairie.guilly@wanadoo.fr;Nicole BRAGUE;45600;;
GY-LES-NONAINS;45165;45;648;mairie@gy-les-nonains.fr;André BARON;45220;;
HUÊTRE;45166;45;271;mairie@huetre.fr;Thierry BRACQUEMOND;45520;;
HUISSEAU-SUR-MAUVES;45167;45;1638;mairiehuisseau@wanadoo.fr;Jean-Pierre BOTHEREAU;45130;;
INGRANNES;45168;45;530;mairie.ingrannes@wanadoo.fr;Robert RAPINE;45450;;
INGRÉ;45169;45;7952;secretariat.mairie@ingre.fr;Christian DUMAS;45140;;
INTVILLE-LA-GUÉTARD;45170;45;127;mairie.intvillelaguetard@orange.fr;Bernard PIGEON;45300;;
ISDES;45171;45;571;mail.isdes@wanadoo.fr;Christian COLAS;45620;;
JARGEAU;45173;45;4483;mairie@jargeau.fr;Jean-Marc GIBEY;45150;;
JOUY-EN-PITHIVERAIS;45174;45;248;mairie.de.jouy@wanadoo.fr;Martial BOURGEOIS;45480;;
JOUY-LE-POTIER;45175;45;1316;mairie@jouy-le-potier.fr;Gilles BILLIOT;45370;;
JURANVILLE;45176;45;477;mairie.juranville@wanadoo.fr;Michel SUREAU;45340;;
LAAS;45177;32;213;mairie.laas32@orange.fr;Maurice LOZE;32170;;
LAAS;45177;45;213;mairie.laas45@orange.fr;Maurice LOZE;45300;;
LADON;45178;45;1360;mairie.ladon@wanadoo.fr;Albert FEVRIER;45270;;
LAILLY-EN-VAL;45179;45;2687;accueil@laillyenval.fr;Philippe GAUDRY;45740;;
LANGESSE;45180;45;78;mairie@langesse.fr;Nadège CORCELLE;45290;;
LÉOUVILLE;45181;45;69;commune.leouville@orange.fr;Christine PETIT;45480;;
LIGNY-LE-RIBAULT;45182;45;1290;mairie.ligny.le.ribault@wanadoo.fr;Anne DURAND-GABORIT;45240;;
LION-EN-BEAUCE;45183;45;145;mairielionenbeauce@outlook.fr;Christian MORIZE;45410;;
LION-EN-SULLIAS;45184;45;393;contact@lionensullias.fr;Gilles LEPELTIER;45600;;
LOMBREUIL;45185;45;304;mairie.lombreuil@wanadoo.fr;Eric GODEY;45700;;
LORCY;45186;45;548;mairielorcy@wanadoo.fr;Ingrid PASQUIET;45490;;
LORRIS;45187;45;2989;mairie.lorris@wanadoo.fr;Valérie MARTIN;45260;;
LOURY;45188;45;2538;info@ville-loury.fr;Bernard LÉGER;45470;;
LOUZOUER;45189;45;273;mairie.louzouer@wanadoo.fr;Denise KONNERADT;45210;;
MAINVILLIERS;45190;28;239;mairie@ville-mainvilliers.fr;Claudine MOLVEAUX;28300;;
MARCILLY-EN-VILLETTE;45193;45;2013;mairie@marcilly-en-villette.fr;Hervé NIEUVIARTS;45240;;
MARDIÉ;45194;45;2543;mairie@ville-mardie.fr;Christian THOMAS;45430;;
MAREAU-AUX-BOIS;45195;45;604;mairie.mareau-aux-bois@orange.fr;Claude DE MUYNCK;45300;;
MAREAU-AUX-PRÉS;45196;45;1307;mairie@mareauauxpres.com;Bertrand HAUCHECORNE;45370;;
MARIGNY-LES-USAGES;45197;45;1169;mairie@marignylesusages.fr;Éric ARCHENAULT;45760;;
MARSAINVILLIERS;45198;45;305;commune.marsainvilliers@wanadoo.fr;Didier MONCEAU;45300;;
MELLEROY;45199;45;516;mairie-melleroy@orange.fr;Thierry SUARD;45220;;
MÉNESTREAU-EN-VILLETTE;45200;45;1475;accueil-cmev45@orange.fr;Éric LEMBO;45240;;
MÉRINVILLE;45201;45;161;merinville.mairie@wanadoo.fr;Pascal DELORME;45210;;
MESSAS;45202;45;878;accueil@ville-messas.fr;Shiva CHAUVIERE;45190;;
MEUNG-SUR-LOIRE;45203;45;6100;mairie@meung-sur-loire.com;Pauline MARTIN;45130;;
MÉZIÈRES-LEZ-CLÉRY;45204;45;798;mairie@mezieres-lez-clery.fr;Danielle COROLEUR;45370;;
MÉZIÈRES-EN-GÂTINAIS;45205;45;258;mairie.mezieres.en.gatinais@orange.fr;Alain THILLOU;45270;;
MIGNÈRES;45206;45;315;mairiedemigneres@wanadoo.fr;Éric BUTTET;45490;;
MIGNERETTE;45207;45;371;communedemignerette@orange.fr;Jacky BERTON;45490;;
MONTARGIS;45208;45;14616;etat.civil@montargis.fr;Jean-Pierre DOOR;45200;;
MONTBARROIS;45209;45;276;mairie.montbarrois1@orange.fr;Odile COUILLAUT;45340;;
MONTBOUY;45210;45;743;montbouy@orange.fr;Yves BOSCARDIN;45230;;
MONTCRESSON;45212;45;1299;mairie.montcresson@orange.fr;Alain GERMAIN;45700;;
MONTEREAU;45213;45;635;mairiemontereau@wanadoo.fr;Jean DEBOUZY;45260;;
MONTIGNY;45214;14;250;mairie.montigny14@wanadoo.fr;Christian MASSEIN;14210;;
MONTIGNY;45214;18;250;mairie.montigny.18@gmail.com;Christian MASSEIN;18250;;
MONTIGNY;45214;45;250;mairie-de-montigny@wanadoo.fr;Christian MASSEIN;45170;;
MONTIGNY;45214;54;250;mairiedemontigny@orange.fr;Christian MASSEIN;54540;;
MONTIGNY;45214;76;250;montigny-mairie@wanadoo.fr;Christian MASSEIN;76380;;
MONTLIARD;45215;45;222;mairie.montliard@wanadoo.fr;Didier BEAUDEAU;45340;;
MORMANT-SUR-VERNISSON;45216;45;119;mairiedemormant@orange.fr;Christian CHARPENTIER;45700;;
LE MOULINET-SUR-SOLIN;45218;45;140;mairie.lemoulinetsursolin@orange.fr;Marie-Christine MEUNIER;45290;;
MOULON;45219;33;194;secretariat@mairie-moulon.fr;André PETIT;33420;;
MOULON;45219;45;194;mairie-moulon45@orange.fr;André PETIT;45270;;
NANCRAY-SUR-RIMARDE;45220;45;559;mairie-de-nancray@wanadoo.fr;Christian BARRIER;45340;;
NARGIS;45222;45;1399;accueil@mairie-nargis.fr;Patrick RIGAULT;45210;;
NESPLOY;45223;45;406;mairie.nesploy@orange.fr;Nadine ROUSSEAU;45270;;
NEUVILLE-AUX-BOIS;45224;45;4170;mairie@ville-neuvilleauxbois.fr;Michel MARTIN;45170;;
LA NEUVILLE-SUR-ESSONNE;45225;45;370;mairielaneuville45@orange.fr;Gérard PETIT;45390;;
NEUVY-EN-SULLIAS;45226;45;1233;mairie.neuvy@orange.fr;Hubert FOURNIER;45510;;
NEVOY;45227;45;1164;administration@nevoy.fr;Michel BEEUWSAERT;45500;;
NIBELLE;45228;45;1085;mairie-de-nibelle@orange.fr;Gérard ROUSSEAU;45340;;
NOGENT-SUR-VERNISSON;45229;45;2610;mairie.ngv@wanadoo.fr;Michel LEROUX;45290;;
NOYERS;45230;27;742;commune-de-noyers@wanadoo.fr;Xavier RELAVE;27720;;
NOYERS;45230;45;742;mairie@noyers45.fr;Xavier RELAVE;45260;;
NOYERS;45230;52;742;mairie.noyers0797@orange.fr;Xavier RELAVE;52240;;
NOYERS;45230;89;742;administratif-mairie@noyers-en-bourgogne.com;Xavier RELAVE;89310;;
OISON;45231;45;135;secretariat@oison.fr;Alain THUILLIER;45170;;
OLIVET;45232;45;19551;contact@olivet.fr;Hugues SAURY;45160;;
OLIVET;45232;53;19551;mairie.olivet53@orange.fr;Hugues SAURY;53410;;
ONDREVILLE-SUR-ESSONNE;45233;45;388;mairie.ondreville@wanadoo.fr;Jean-Claude MANGEANT;45390;;
ORLÉANS;45234;45;114185;info@orleans-metropole.fr;Serge GROUARD;45000;;
ORMES;45235;10;3532;ormes10@wanadoo.fr;Alain TOUCHARD;10700;;
ORMES;45235;27;3532;mairie.ormes27@gmail.com;Alain TOUCHARD;27190;;
ORMES;45235;45;3532;mairie@ville-ormes.fr;Alain TOUCHARD;45140;;
ORMES;45235;51;3532;contact@mairie-ormes.fr;Alain TOUCHARD;51370;;
ORMES;45235;71;3532;mairie-ormes@ovh.fr;Alain TOUCHARD;71290;;
ORVILLE;45237;21;107;mairie@orville-21.fr;Claudine PONOTCHEVNY;21260;;
ORVILLE;45237;36;107;communeorville@orange.fr;Claudine PONOTCHEVNY;36210;;
ORVILLE;45237;45;107;mairieorville@gmx.fr;Claudine PONOTCHEVNY;45390;;
ORVILLE;45237;62;107;mairie@orville.fr;Claudine PONOTCHEVNY;62760;;
OUSSON-SUR-LOIRE;45238;45;739;mairie@oussonsurloire.fr;Didier CROISSANT;45250;;
OUSSOY-EN-GÂTINAIS;45239;45;409;oussoyengatinais@orange.fr;Guy BAILLEUL;45290;;
OUTARVILLE;45240;45;1428;mairie.outarville@gmail.com;Michel CHAMBRIN;45480;;
OUVROUER-LES-CHAMPS;45241;45;539;mairie@ouvrouer-les-champs.fr;Laurence MONNOT;45150;;
OUZOUER-DES-CHAMPS;45242;45;275;mairie.ouzouerdeschamps@wanadoo.fr;Thierry BOUTRON;45290;;
OUZOUER-SOUS-BELLEGARDE;45243;45;315;mairie.ouzouersousbellegarde@wanadoo.fr;Claude FOUASSIER;45270;;
